first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,starts,team_id,team_name,squad_strength,status,League_Position,Season
Fábio,Ferreira Vieira,1,3,24,290,2,88.8,82.8,85,0,67,25.5,1,1,0,0.1,55,MID,2,1,Arsenal,5,a,,2024
Gabriel,Fernando de Jesus,4,7,85,1470,11,403,364.8,756,10,271,152.7,11,0,6,1.5,70,FWD,17,1,Arsenal,5,a,,2024
Gabriel,dos Santos Magalhães,3,1,149,3042,26,121.9,675.8,379,8,676,117.9,16,0,4,11.9,60,DEF,34,1,Arsenal,5,a,,2024
Kai,Havertz,13,10,180,2627,22,613.4,763.2,1027,15,515,240.2,16,0,11,14.2,80,FWD,30,1,Arsenal,5,a,,2024
Karl,Hein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,40,GK,0,1,Arsenal,5,a,,2024
Jurriën,Timber,0,0,0,70,0,4.7,5.8,2,0,4,1.3,0,0,2,1.9,55,DEF,1,1,Arsenal,5,a,,2024
Jorge Luiz,Frello Filho,0,2,44,913,11,187.8,165.4,16,1,182,36.8,4,0,1,0.3,50,MID,10,1,Arsenal,5,a,,2024
Jakub,Kiwior,1,3,67,942,8,106.9,228.8,90,1,260,42.7,6,0,1,0.3,50,DEF,11,1,Arsenal,5,a,,2024
Gabriel,Martinelli Silva,6,5,118,2010,23,717.1,500.4,795,6,404,200.8,10,0,1,4.2,70,MID,24,1,Arsenal,5,a,,2024
Reiss,Nelson,0,0,16,256,1,87.7,42.8,39,0,58,16.9,1,0,1,0.1,50,MID,1,1,Arsenal,5,a,,2024
Eddie,Nketiah,5,4,71,1065,10,136.3,235,417,5,206,77.2,6,0,3,0.4,60,FWD,10,1,Arsenal,5,a,,2024
Ethan,Nwaneri,0,0,1,13,0,12.3,2,4,0,3,1.8,0,0,0,0.2,45,MID,0,1,Arsenal,5,a,,2024
Martin,Ødegaard,8,11,186,3098,23,1499.4,910.4,757,26,703,317,19,0,2,17,85,MID,35,1,Arsenal,5,a,,2024
Aaron,Ramsdale,0,0,20,540,5,0,73.2,0,0,90,7.3,2,0,0,0.9,45,GK,6,1,Arsenal,5,a,,2024
David,Raya Martin,0,0,135,2880,24,0,413,0,6,569,41.1,16,0,2,22.8,55,GK,32,1,Arsenal,5,a,,2024
Declan,Rice,7,9,165,3225,28,745.3,959.4,451,17,744,215.9,17,0,5,5.6,65,MID,37,1,Arsenal,5,a,,2024
Bukayo,Saka,16,12,226,2922,27,1319.8,1093.8,1342,29,776,375.7,16,0,4,26.5,100,MID,35,1,Arsenal,5,a,,2024
William,Saliba,2,1,164,3420,29,152.1,697.2,140,13,781,99.1,18,0,4,41,60,DEF,38,1,Arsenal,5,a,,2024
Emile,Smith Rowe,0,2,25,343,3,72.2,62.4,128,0,73,25.6,3,0,0,1.6,55,MID,3,1,Arsenal,5,a,,2024
Thomas,Partey,0,0,24,785,5,122.9,117.6,37,0,142,27.8,5,0,3,0.1,50,MID,9,1,Arsenal,5,a,,2024
Kieran,Tierney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,DEF,0,1,Arsenal,5,a,,2024
Tomiyasu,Takehiro,2,1,70,1140,10,141.8,247,143,4,244,52.8,6,1,0,0.4,50,DEF,10,1,Arsenal,5,a,,2024
Leandro,Trossard,12,2,138,1633,10,384.7,563.6,746,11,398,169.5,12,0,2,3.1,70,MID,18,1,Arsenal,5,a,,2024
Benjamin,White,4,5,182,2987,26,589.4,765.8,234,14,776,159,18,0,8,12,65,DEF,35,1,Arsenal,5,a,,2024
Oleksandr,Zinchenko,1,2,104,1717,15,474.8,395.4,133,16,468,100.4,9,0,2,1.6,50,DEF,20,1,Arsenal,5,a,,2024
Riccardo,Calafiori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,60,DEF,0,1,Arsenal,5,a,,2024
Álex,Moreno Lopera,2,0,49,1024,20,156.9,217.8,152,5,211,52.7,3,0,2,0.8,45,DEF,11,2,Aston Villa,3,a,,2024
Cameron,Archer,4,3,82,1829,50,309.3,266,353,9,241,92.8,2,0,2,1.1,50,FWD,21,2,Aston Villa,3,a,,2024
Leon,Bailey,10,11,148,2063,32,707.1,663.2,623,11,482,199.1,5,0,5,4.6,65,MID,22,2,Aston Villa,3,a,,2024
Ross,Barkley,5,5,101,2616,66,622.8,687.4,379,4,498,168.7,2,0,6,1.1,55,MID,30,2,Aston Villa,3,a,,2024
Enzo,Barrenechea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,MID,0,2,Aston Villa,3,a,,2024
Emiliano,Buendía Stati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,55,MID,0,2,Aston Villa,3,a,,2024
Matty,Cash,2,2,64,2138,36,231.8,465.2,378,4,337,107.1,3,0,8,2.9,45,DEF,23,2,Aston Villa,3,a,,2024
Leander,Dendoncker,1,1,20,118,3,3.9,59.2,37,3,64,10,0,0,0,0.9,45,MID,1,2,Aston Villa,3,a,,2024
Moussa,Diaby,6,11,142,2168,40,617.8,515.4,675,10,429,180.6,8,0,1,0.6,65,MID,25,2,Aston Villa,3,u,,2024
Diego Carlos,Santos Silva,0,0,55,1809,36,59.8,370.4,100,1,338,53.2,6,0,4,0.6,45,DEF,20,2,Aston Villa,3,a,,2024
Lucas,Digne,1,4,85,2405,41,601.7,448.4,200,5,420,125.1,6,0,7,1.9,45,DEF,27,2,Aston Villa,3,a,,2024
Lewis,Dobbin,1,0,18,226,3,50.5,68.4,59,0,54,17.7,1,0,1,0,50,MID,1,2,Aston Villa,3,a,,2024
Jhon,Durán,5,1,50,461,12,55.2,190.2,165,7,162,40.2,0,0,5,0.4,60,FWD,3,2,Aston Villa,3,a,,2024
Joe,Gauci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,40,GK,0,2,Aston Villa,3,a,,2024
Kortney,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,40,DEF,0,2,Aston Villa,3,a,,2024
Samuel,Iling-Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,55,MID,0,2,Aston Villa,3,a,,2024
Boubacar,Kamara,0,1,40,1653,22,292.7,256.2,44,1,247,59.1,7,1,7,0,50,MID,20,2,Aston Villa,3,i,,2024
Kaine,Kesler-Hayden,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0.2,40,DEF,0,2,Aston Villa,3,a,,2024
Ezri,Konsa Ngoyo,1,1,91,3069,54,170.6,554.4,223,7,562,95,7,0,5,17.8,45,DEF,35,2,Aston Villa,3,a,,2024
Ian,Maatsen,0,0,11,200,5,44.8,29.4,29,0,24,10.3,0,0,1,5.2,50,DEF,1,2,Aston Villa,3,a,,2024
Filip,Marschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,2,Aston Villa,3,u,,2024
Emiliano,Martínez Romero,0,0,115,3015,48,20,802,0,19,640,82.2,8,0,4,13.2,50,GK,34,2,Aston Villa,3,a,,2024
John,McGinn,6,5,119,3000,54,690.7,640.4,360,9,502,169.4,7,1,9,1.8,55,MID,35,2,Aston Villa,3,a,,2024
Tyrone,Mings,0,0,0,30,2,13,3.6,5,0,5,2.2,0,0,0,0.6,45,DEF,1,2,Aston Villa,3,a,,2024
Kosta,Nedeljković,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,DEF,0,2,Aston Villa,3,a,,2024
Robin,Olsen,0,0,17,405,13,0,194.6,0,3,107,19.5,0,0,0,0.3,45,GK,4,2,Aston Villa,3,a,,2024
Pau,Torres,2,0,85,2462,37,150.6,479.4,135,4,461,76.6,6,0,1,1.6,45,DEF,27,2,Aston Villa,3,a,,2024
Jacob,Ramsey,1,1,29,848,12,159.3,124,182,0,101,46.7,0,0,2,0.3,55,MID,8,2,Aston Villa,3,a,,2024
Morgan,Rogers,3,1,35,636,13,118.4,177.8,150,0,114,44.5,2,0,3,6.4,50,MID,8,2,Aston Villa,3,a,,2024
Viljami,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,2,Aston Villa,3,u,,2024
Lino,da Cruz Sousa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,40,DEF,0,2,Aston Villa,3,a,,2024
Youri,Tielemans,2,6,77,1613,27,325.4,369.2,136,2,318,83.3,4,0,3,0.5,55,MID,17,2,Aston Villa,3,a,,2024
Ollie,Watkins,19,18,228,3222,56,588.5,1024.6,1420,29,752,302.8,7,0,4,54.4,90,FWD,37,2,Aston Villa,3,a,,2024
Amadou,Onana,2,0,66,2085,38,282.7,354,254,5,304,89.5,5,0,5,0.9,50,MID,23,2,Aston Villa,3,a,,2024
Jaden,Philogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,55,MID,0,2,Aston Villa,3,a,,2024
Max,Aarons,0,1,28,1233,35,114,179.6,27,0,199,31.8,2,0,1,0.3,45,DEF,13,3,Bournemouth,3,a,,2024
Tyler,Adams,0,0,5,118,3,14.1,24.6,10,1,28,4.9,0,0,0,0,50,MID,1,3,Bournemouth,3,i,,2024
Jaidon,Anthony,0,0,3,151,5,4.6,9,16,0,4,3,0,0,1,0.4,45,MID,2,3,Bournemouth,3,a,,2024
David,Brooks,1,1,23,271,7,112.4,88.2,113,2,71,31.4,0,0,1,0.1,50,MID,2,3,Bournemouth,3,a,,2024
Ryan,Christie,0,5,90,2908,56,780.2,620.2,351,5,433,175.4,8,0,6,0.2,50,MID,35,3,Bournemouth,3,a,,2024
Lewis,Cook,0,3,77,2787,51,681.9,520.2,67,5,446,127.2,8,1,5,0.1,50,MID,32,3,Bournemouth,3,a,,2024
Enes,Ünal,2,4,40,317,9,58.6,142.4,242,3,99,43.7,1,0,1,0.1,55,FWD,2,3,Bournemouth,3,a,,2024
Romain,Faivre,0,0,4,37,1,2.5,5,13,0,9,1.8,0,0,1,0,50,MID,0,3,Bournemouth,3,a,,2024
Hamed,Traorè,0,0,3,44,1,14.8,12.8,30,0,10,5.7,0,0,0,0.2,45,MID,0,3,Bournemouth,3,a,,2024
James,Hill,0,0,5,74,1,2.2,32.6,0,0,22,3.5,0,0,0,0.4,40,DEF,1,3,Bournemouth,3,a,,2024
Daniel,Jebbison,0,0,1,20,0,0.1,0,4,0,3,0.4,0,0,0,0.7,45,FWD,0,3,Bournemouth,3,a,,2024
Milos,Kerkez,0,2,59,1966,37,216.5,310,150,1,290,67.7,6,1,4,0.6,45,DEF,22,3,Bournemouth,3,a,,2024
Justin,Kluivert,7,1,100,1910,23,283.2,362.2,619,2,229,126.4,11,0,5,0.5,55,MID,26,3,Bournemouth,3,a,,2024
Chris,Mepham,0,1,16,613,16,40,142.6,27,0,113,21,1,0,2,0.1,45,DEF,6,3,Bournemouth,3,a,,2024
Norberto,Murara Neto,0,0,110,2880,55,0,875.2,0,14,592,87.5,7,0,5,2.8,45,GK,32,3,Bournemouth,3,a,,2024
Dango,Ouattara,1,2,56,1214,24,245.4,298.4,332,3,207,87.8,5,0,3,0,50,MID,12,3,Bournemouth,3,a,,2024
Alex,Paulsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,40,GK,0,3,Bournemouth,3,a,,2024
Philip,Billing,2,3,60,1385,36,313.5,304.2,267,3,228,88.3,2,1,3,0.1,50,MID,13,3,Bournemouth,3,a,,2024
Alex,Scott,1,1,41,1003,25,294.7,197,116,3,163,60.7,3,0,3,0.1,50,MID,11,3,Bournemouth,3,a,,2024
Antoine,Semenyo,8,4,107,2099,33,411.2,506.8,748,14,363,166.8,8,0,6,1.2,55,MID,25,3,Bournemouth,3,a,,2024
Marcos,Senesi,4,5,102,2239,44,311.2,735,147,13,486,119.7,6,0,13,1.2,50,DEF,26,3,Bournemouth,3,a,,2024
Luis,Sinisterra,2,2,43,685,18,251.4,221.4,343,2,149,81.7,1,0,0,0.2,50,MID,7,3,Bournemouth,3,a,,2024
Adam,Smith,0,3,80,2148,33,296.5,336.4,27,4,378,66.1,8,0,6,0.2,45,DEF,25,3,Bournemouth,3,a,,2024
Dominic,Solanke-Mitchell,19,3,175,3325,61,479.6,902,1348,20,560,272.7,10,0,3,10.3,75,FWD,37,3,Bournemouth,3,a,,2024
Marcus,Tavernier,3,4,89,2118,38,649.4,468.4,460,5,324,157.8,8,0,3,0.3,55,MID,25,3,Bournemouth,3,a,,2024
Mark,Travers,0,0,19,360,5,0,92.6,0,2,79,9.3,2,0,0,0.3,45,GK,4,3,Bournemouth,3,a,,2024
Illia,Zabarnyi,1,0,84,3330,67,111.1,686,117,3,583,91.5,8,0,5,0.5,45,DEF,37,3,Bournemouth,3,a,,2024
Dean,Huijsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,DEF,0,3,Bournemouth,3,a,,2024
Kristoffer,Ajer,2,1,68,1826,33,166.6,406.8,223,3,323,79.7,5,0,5,0.4,45,DEF,21,4,Brentford,3,a,,2024
Ethan,Brierley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,MID,0,4,Brentford,3,a,,2024
Nathan,Collins,1,1,84,2649,51,151.5,653.8,180,8,489,98.7,7,0,3,0.4,45,DEF,29,4,Brentford,3,a,,2024
Mikkel,Damsgaard,0,4,45,829,9,179.1,162.6,103,0,155,44.7,5,0,2,0.1,50,MID,7,4,Brentford,3,a,,2024
Josh,Dasilva,0,0,3,22,0,15.4,6.8,14,0,6,3.6,0,0,0,0.1,50,MID,0,4,Brentford,3,a,,2024
Mark,Flekken,0,1,119,3285,63,40.3,921.2,0,12,685,96.2,7,0,3,13.9,45,GK,37,4,Brentford,3,a,,2024
Rico,Henry,0,1,13,401,5,67.9,72.8,17,0,74,15.7,1,0,1,0.6,45,DEF,5,4,Brentford,3,a,,2024
Aaron,Hickey,0,0,17,713,12,28.4,66.6,37,0,87,12.9,2,0,5,0.2,45,DEF,9,4,Brentford,3,a,,2024
Vitaly,Janelt,1,4,93,3054,52,562.5,503.4,285,1,466,135.3,9,0,8,0.2,50,MID,37,4,Brentford,3,a,,2024
Mathias,Jensen,3,4,98,2201,45,689.3,481.2,135,10,422,130.4,9,0,5,0.2,55,MID,27,4,Brentford,3,a,,2024
Kim,Ji-soo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,40,DEF,0,4,Brentford,3,a,,2024
Yunus Emre,Konak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,MID,0,4,Brentford,3,a,,2024
Keane,Lewis-Potter,3,2,73,1428,29,203.8,280,573,1,186,105.6,6,0,0,0.1,50,MID,15,4,Brentford,3,a,,2024
Bryan,Mbeumo,9,7,127,1957,31,572.1,554.2,576,12,364,170.1,5,0,2,7,70,MID,22,4,Brentford,3,a,,2024
Ben,Mee,2,1,39,1272,28,88.2,334.8,118,3,210,54.2,1,1,1,1.3,45,DEF,15,4,Brentford,3,a,,2024
Christian,Nørgaard,2,1,74,2504,51,396.2,501.8,316,3,414,121.8,6,0,8,0.1,50,MID,30,4,Brentford,3,a,,2024
Frank,Onyeka,1,2,39,1147,27,178.3,259,189,0,150,62.6,1,0,8,0.1,50,MID,11,4,Brentford,3,a,,2024
Myles,Peart-Harris,0,0,3,11,0,10.9,2.2,2,0,6,1.5,0,0,0,0.1,45,MID,0,4,Brentford,3,a,,2024
Ethan,Pinnock,2,0,77,2521,46,63.4,653.2,221,5,479,94.2,5,0,1,0.5,45,DEF,28,4,Brentford,3,a,,2024
Mads,Roerslev Rasmussen,1,2,75,1975,40,281.3,382,94,3,354,76.3,5,0,1,0.2,45,DEF,22,4,Brentford,3,a,,2024
Kevin,Schade,2,2,33,327,5,58.3,105.8,100,2,81,26.2,1,0,0,0.1,55,MID,3,4,Brentford,3,a,,2024
Igor Thiago,Nascimento Rodrigues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,60,FWD,0,4,Brentford,3,a,,2024
Ivan,Toney,4,3,57,1449,30,206.5,289.6,524,4,159,101.7,3,0,5,11.8,75,FWD,16,4,Brentford,3,a,,2024
Hákon,Valdimarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,40,GK,0,4,Brentford,3,a,,2024
Yoane,Wissa,12,4,131,2488,40,384,592.8,769,15,457,173.2,11,0,7,2.6,60,FWD,29,4,Brentford,3,a,,2024
Yehor,Yarmoliuk,0,0,33,670,9,66.9,98.4,127,0,95,29,4,0,2,2.9,45,MID,6,4,Brentford,3,a,,2024
Mathias,Jorgensen,1,0,29,1086,24,94,216,90,3,179,40,2,0,4,0.1,45,DEF,12,4,Brentford,3,a,,2024
Simon,Adingra,6,1,97,2220,38,507.8,477.6,751,8,330,173.4,4,0,3,0.7,55,MID,25,5,Brighton,3,a,,2024
Benicio,Baker-Boaitey,0,0,4,37,1,12.6,4.6,4,0,10,1.9,0,0,1,0.1,45,MID,0,5,Brighton,3,a,,2024
Carlos,Baleba,0,0,34,1314,28,134.7,179.8,72,0,174,38.8,2,0,7,0.1,50,MID,15,5,Brighton,3,a,,2024
Valentín,Barco,0,0,5,307,9,69.6,44.8,39,0,33,15.5,0,0,1,8.5,40,DEF,3,5,Brighton,3,a,,2024
Facundo,Buonanotte,3,1,57,1356,19,291.3,254.8,238,1,160,78.4,6,0,7,0.1,50,MID,17,5,Brighton,3,a,,2024
Amario,Cozier-Duberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,MID,0,5,Brighton,3,a,,2024
Mahmoud,Dahoud,0,1,14,449,6,127.2,70.4,24,0,68,21.7,1,1,1,0,50,MID,6,5,Brighton,3,a,,2024
Lewis,Dunk,3,1,89,2869,53,205.4,823,389,11,567,141.7,5,1,6,4.2,45,DEF,33,5,Brighton,3,a,,2024
Julio,Enciso,0,2,20,468,12,131.7,81,157,0,62,36.9,0,0,2,0.4,55,MID,5,5,Brighton,3,a,,2024
Pervis,Estupiñán,2,3,57,1242,26,382.6,350.8,156,7,291,89,3,0,4,0.1,50,DEF,15,5,Brighton,3,i,,2024
Evan,Ferguson,6,1,69,1356,28,106.7,275,393,5,218,77.3,2,0,1,0.1,55,FWD,15,5,Brighton,3,i,,2024
Billy,Gilmour,0,3,61,2116,37,481.5,291.4,104,4,354,87.7,6,1,8,0.2,50,MID,24,5,Brighton,3,a,,2024
Pascal,Groß,4,11,153,3112,50,1674.9,988.6,434,29,724,309.9,7,0,6,2,65,MID,34,5,Brighton,3,a,,2024
Jack,Hinshelwood,3,0,42,866,17,118.9,200.2,230,5,155,55,2,0,1,0,50,MID,8,5,Brighton,3,a,,2024
Ibrahim,Osman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,0,5,Brighton,3,a,,2024
Igor Julio,dos Santos de Paulo,0,0,37,1631,26,135.5,297.8,23,1,311,45.8,2,0,4,0.2,45,DEF,17,5,Brighton,3,a,,2024
João Pedro,Junqueira de Jesus,9,3,104,2037,38,578.8,622.4,932,12,406,213.4,5,0,2,18.2,55,FWD,19,5,Brighton,3,a,,2024
Kacper,Kozłowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,5,Brighton,3,u,,2024
Tariq,Lamptey,0,3,31,908,20,173.7,144.6,60,0,155,37.6,1,0,3,0.5,45,DEF,10,5,Brighton,3,a,,2024
Solly,March,3,1,39,555,11,126.5,197.4,139,6,134,46.4,2,0,1,0,65,MID,7,5,Brighton,3,i,,2024
Adrian,Mazilu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,5,Brighton,3,a,,2024
James,Milner,0,2,28,770,12,253.5,152.8,61,0,146,46.8,4,0,3,0.1,50,MID,11,5,Brighton,3,a,,2024
Yankuba,Minteh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,55,MID,0,5,Brighton,3,a,,2024
Mitoma,Kaoru,3,7,74,1485,27,375.1,327.6,636,7,252,134,1,0,4,1.7,65,MID,15,5,Brighton,3,a,,2024
Jakub,Moder,0,0,21,608,13,82.3,87.2,84,0,89,25.4,1,0,2,0.4,45,MID,6,5,Brighton,3,a,,2024
Mark,O’Mahony,0,0,2,61,1,1.6,6,6,0,5,1.3,0,0,1,0.4,45,FWD,1,5,Brighton,3,a,,2024
Odeluga,Offiah,0,0,4,126,3,5.5,6.4,4,0,21,1.6,0,0,0,0.2,40,DEF,1,5,Brighton,3,a,,2024
Cameron,Peupion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,5,Brighton,3,a,,2024
Jeremy,Sarmiento Morante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,MID,0,5,Brighton,3,a,,2024
Jason,Steele,0,0,42,1530,34,0.1,382.2,0,5,300,38.2,2,0,0,0.5,45,GK,17,5,Brighton,3,a,,2024
Deniz,Undav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,55,FWD,0,5,Brighton,3,a,,2024
Jan Paul,van Hecke,0,0,61,2368,38,176.4,631.8,175,3,454,98.5,5,0,4,0.3,45,DEF,26,5,Brighton,3,a,,2024
Joël,Veltman,1,1,49,1579,32,97.8,320.8,98,0,294,51.8,3,0,4,0.2,45,DEF,17,5,Brighton,3,a,,2024
Bart,Verbruggen,0,0,68,1890,28,1,541.4,0,7,417,54.3,4,0,3,2.8,45,GK,21,5,Brighton,3,a,,2024
Adam,Webster,0,0,26,1142,22,89.3,252.2,54,2,212,39.7,2,0,2,0.2,45,DEF,13,5,Brighton,3,a,,2024
Danny,Welbeck,5,4,79,1687,28,320.9,326.2,492,5,261,114,8,0,4,0.4,55,FWD,21,5,Brighton,3,a,,2024
Mats,Wieffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,MID,0,5,Brighton,3,a,,2024
Andrey,Nascimento dos Santos,0,0,1,7,0,0.5,0,3,0,1,0.2,0,0,0,0.1,45,MID,0,6,Chelsea,3,a,,2024
Ângelo Gabriel,Borges Damaceno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,45,MID,0,6,Chelsea,3,a,,2024
Kepa,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,45,GK,0,6,Chelsea,3,a,,2024
Benoît,Badiashile,0,1,35,1337,31,87.4,336.4,51,4,267,47.5,3,0,3,0.2,45,DEF,15,6,Chelsea,3,a,,2024
Lucas,Bergström,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,GK,0,6,Chelsea,3,a,,2024
Marcus,Bettinelli,0,0,-1,0,0,0,0,0,0,-3,0,0,0,1,0.3,40,GK,0,6,Chelsea,3,a,,2024
Armando,Broja,1,2,35,529,9,70.3,75.6,152,0,72,29,3,0,0,0.1,55,FWD,6,6,Chelsea,3,a,,2024
Moisés,Caicedo Corozo,1,3,84,2865,50,403.2,613.6,68,6,466,108.2,7,0,11,0.7,50,MID,33,6,Chelsea,3,a,,2024
Cesare,Casadei,0,0,11,71,3,27.4,19.8,2,0,38,5.1,0,0,0,0.1,45,MID,0,6,Chelsea,3,a,,2024
Trevoh,Chalobah,1,0,39,949,14,45.4,250.8,38,4,221,33.4,3,0,1,0.3,45,DEF,10,6,Chelsea,3,a,,2024
Ben,Chilwell,0,2,24,752,14,212.8,128.4,139,2,123,48,1,0,5,0.9,50,DEF,9,6,Chelsea,3,a,,2024
Carney,Chukwuemeka,1,1,16,222,5,68.6,78.4,52,0,53,19.9,0,0,2,0.1,50,MID,2,6,Chelsea,3,a,,2024
Levi,Colwill,1,1,65,1794,26,113.2,394.6,163,4,355,67.2,5,0,2,1.1,45,DEF,20,6,Chelsea,3,a,,2024
Marc,Cucurella Saseta,0,3,44,1783,33,283.9,384.4,122,3,318,79.3,4,0,10,7.9,50,DEF,20,6,Chelsea,3,a,,2024
David Datro,Fofana,4,1,50,876,18,111.7,212,273,8,133,59.2,1,0,1,0.1,55,FWD,10,6,Chelsea,3,a,,2024
Deivid Washington,de Souza Eugênio,0,0,2,11,1,0.1,0,4,0,5,0.4,0,0,0,0.1,50,FWD,0,6,Chelsea,3,a,,2024
Kiernan,Dewsbury-Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,60,MID,0,6,Chelsea,3,a,,2024
Axel,Disasi,2,0,71,2579,50,105.5,573.2,172,6,468,85.1,5,0,6,0.7,45,DEF,29,6,Chelsea,3,a,,2024
Enzo,Fernández,3,3,77,2208,47,567.7,527.2,369,4,369,146.3,5,0,7,1.1,50,MID,26,6,Chelsea,3,a,,2024
Conor,Gallagher,5,8,129,3129,56,821.5,754.8,401,10,618,197.4,8,1,7,1.4,60,MID,37,6,Chelsea,3,a,,2024
Alfie,Gilchrist,1,0,20,200,6,8.6,70.6,33,0,67,11.1,1,0,1,0.9,40,DEF,2,6,Chelsea,3,a,,2024
Malo,Gusto,0,6,74,1746,28,494.8,434.8,174,10,409,110.4,5,1,7,3.1,50,DEF,19,6,Chelsea,3,a,,2024
Reece,James,0,2,11,416,13,172.1,137.4,61,0,106,37.1,0,2,0,0.4,50,DEF,5,6,Chelsea,3,s,,2024
Omari,Kellyman,0,0,2,35,1,0.5,2.6,2,0,6,0.5,0,0,0,0,45,MID,0,6,Chelsea,3,a,,2024
Roméo,Lavia,0,0,1,32,0,1.9,3.6,0,0,2,0.6,0,0,0,0.5,45,MID,0,6,Chelsea,3,a,,2024
Romelu,Lukaku Bolingoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,65,FWD,0,6,Chelsea,3,a,,2024
Malang,Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,DEF,0,6,Chelsea,3,u,,2024
Noni,Madueke,5,3,76,1044,19,287.5,341.6,401,7,253,102.8,4,0,2,0.4,65,MID,13,6,Chelsea,3,a,,2024
Marc,Guiu Paz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,50,FWD,0,6,Chelsea,3,a,,2024
Mykhailo,Mudryk,5,5,94,1564,28,457.5,347.2,420,5,291,122.4,7,0,5,0.4,65,MID,18,6,Chelsea,3,a,,2024
Nicolas,Jackson,14,6,142,2801,48,501.7,783.8,1098,12,479,237.7,9,0,10,3.3,75,FWD,31,6,Chelsea,3,a,,2024
Christopher,Nkunku,3,0,29,437,12,74.5,134.6,222,4,96,42.7,0,0,0,16.4,65,MID,2,6,Chelsea,3,a,,2024
Cole,Palmer,22,13,244,2617,46,1022.5,1240.2,1016,32,844,327.8,7,0,7,52,105,MID,29,6,Chelsea,3,a,,2024
Đorđe,Petrović,0,0,71,1986,38,0,567.8,0,5,414,56.8,5,0,2,1.9,45,GK,22,6,Chelsea,3,a,,2024
Renato,Palma Veiga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,MID,0,6,Chelsea,3,a,,2024
Robert,Sánchez,0,0,59,1433,25,0.1,450.6,0,7,317,45.2,3,0,2,7.4,45,GK,16,6,Chelsea,3,a,,2024
Raheem,Sterling,8,8,123,1972,38,473.7,502.8,747,8,323,172.1,5,0,7,3.7,70,MID,22,6,Chelsea,3,a,,2024
Tosin,Adarabioyo,2,0,66,1616,25,39.3,431.8,152,2,327,62.4,6,0,2,0.4,45,DEF,18,6,Chelsea,3,a,,2024
Lesley,Ugochukwu,0,0,13,296,6,44.4,60.8,4,0,62,10.9,1,0,2,0.2,45,MID,3,6,Chelsea,3,a,,2024
Wesley,Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,45,DEF,0,6,Chelsea,3,a,,2024
Caleb,Wiley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,6,Chelsea,3,a,,2024
Filip,Jørgensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,GK,0,6,Chelsea,3,a,,2024
