first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,starts,team_id,team_name,squad_strength,status,Season
Mateo,Kovacic,1,2,53,1699,25,363.8,294.2,114,2,289,77.5,4,0,8,0.3,49,MID,17,6,Chelsea,3,d,2022
Kepa,Arrizabalaga,0,0,118,2565,33,0.1,706.2,0,15,575,70.6,9,0,1,6.4,45,GK,29,6,Chelsea,3,a,2022
N'Golo,Kanté,0,1,18,517,7,186.9,107,58,1,120,35.2,2,0,1,1.1,48,MID,6,6,Chelsea,3,d,2022
Hakim,Ziyech,0,3,33,649,7,230.9,155.4,113,0,129,49,2,0,1,0.4,55,MID,6,6,Chelsea,3,a,2022
Ruben,Loftus-Cheek,0,1,46,1530,23,234.8,206.6,173,1,228,61.6,5,0,1,0.1,50,MID,19,6,Chelsea,3,a,2022
Timo,Werner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,79,FWD,0,6,Chelsea,3,u,2022
Robert Kenedy,Nunes do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF,0,6,Chelsea,3,u,2022
Ben,Chilwell,2,3,70,1402,19,382.6,283.4,178,4,302,84.2,4,0,3,3.1,56,DEF,15,6,Chelsea,3,d,2022
Christian,Pulisic,1,1,39,805,11,166.7,117.2,210,0,102,49.1,3,0,1,0.4,56,MID,8,6,Chelsea,3,a,2022
Trevoh,Chalobah,0,0,49,1601,24,93.5,283.6,108,1,318,48.7,5,0,4,0.6,44,DEF,18,6,Chelsea,3,a,2022
Mason,Mount,3,4,82,1644,21,463.1,331.4,376,8,277,117.2,8,0,4,3.4,72,MID,20,6,Chelsea,3,d,2022
Malang,Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,DEF,0,6,Chelsea,3,u,2022
Callum,Hudson-Odoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,MID,0,6,Chelsea,3,u,2022
Kai,Havertz,7,1,102,2565,31,513.3,470.2,1012,13,301,199.3,9,0,5,3.2,74,FWD,30,6,Chelsea,3,a,2022
Reece,James,1,2,44,1242,17,358.2,292.2,153,5,286,80.4,2,0,4,10.7,58,DEF,14,6,Chelsea,3,i,2022
Edouard,Mendy,0,0,24,855,14,0,200.4,0,0,132,20.2,1,0,1,5.8,48,GK,9,6,Chelsea,3,a,2022
Conor,Gallagher,3,1,66,1608,23,343.5,379.8,321,7,279,104.3,4,1,9,0.7,56,MID,18,6,Chelsea,3,a,2022
Armando,Broja,1,1,21,285,5,18.2,64.6,113,0,56,19.7,1,0,0,0.3,52,FWD,2,6,Chelsea,3,i,2022
Ethan,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,DEF,0,6,Chelsea,3,u,2022
Wesley,Fofana,1,0,37,1362,24,59,289.2,86,4,244,43.8,2,0,4,1,43,DEF,14,6,Chelsea,3,a,2022
Raheem,Sterling,6,4,101,1886,27,479.8,388.2,603,9,274,146.8,5,0,4,3.4,97,MID,23,6,Chelsea,3,d,2022
Kalidou,Koulibaly,2,1,74,1798,22,104.1,497.4,141,8,408,74.5,6,1,5,5.4,55,DEF,20,6,Chelsea,3,a,2022
Harvey,Vale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,6,Chelsea,3,u,2022
Denis,Zakaria,0,0,13,409,5,22.6,44.6,24,0,47,9.2,2,0,0,0,49,MID,5,6,Chelsea,3,a,2022
Pierre-Emerick,Aubameyang,1,0,25,546,8,59.4,55,177,3,61,28.5,1,0,1,0.7,84,FWD,5,6,Chelsea,3,a,2022
Marcus,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,6,Chelsea,3,d,2022
Omari,Hutchinson,0,0,1,22,0,1.8,1,4,0,2,0.7,0,0,0,0,42,MID,0,6,Chelsea,3,a,2022
Lewis,Hall,0,0,19,653,11,174.3,113.2,119,3,118,40.7,1,0,1,0,43,MID,8,6,Chelsea,3,a,2022
Bashir,Humphreys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,DEF,0,6,Chelsea,3,u,2022
David Datro,Fofana,0,0,3,68,1,34.6,15.2,30,0,8,8,0,0,0,0.1,50,FWD,1,6,Chelsea,3,a,2022
Benoît,Badiashile,1,0,40,904,9,49.1,219.8,81,2,209,35.1,4,0,2,0.4,50,DEF,10,6,Chelsea,3,d,2022
João,Félix Sequeira,4,0,44,936,16,135.2,203.6,287,7,126,61.9,2,1,1,1.7,71,FWD,11,6,Chelsea,3,a,2022
Mykhailo,Mudryk,0,2,25,650,10,146.4,100.8,140,0,73,38.2,0,0,1,0.8,64,MID,7,6,Chelsea,3,a,2022
Andrey,Nascimento dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,6,Chelsea,3,u,2022
Noni,Madueke,1,0,26,639,13,131.9,130.8,182,2,105,44.6,0,0,0,0.1,54,MID,7,6,Chelsea,3,a,2022
Enzo,Fernández,0,2,42,1547,25,307.3,298.2,64,1,265,67.1,3,0,3,0.8,50,MID,18,6,Chelsea,3,a,2022
Ethan,Wady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,6,Chelsea,3,a,2022
Alfie,Gilchrist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,6,Chelsea,3,a,2022
Albert,Sambi Lokonga,0,0,23,728,8,57.2,98.4,20,0,129,17.6,2,0,2,0.2,43,MID,8,7,Crystal Palace,3,a,2022
Vicente,Guaita,0,0,99,2430,34,0,668.4,0,10,484,66.8,6,0,1,1.4,44,GK,27,7,Crystal Palace,3,a,2022
James,Tomkins,1,0,8,335,10,1.1,90,54,1,50,14.6,0,1,1,0.8,39,DEF,3,7,Crystal Palace,3,i,2022
James,McArthur,0,0,4,50,0,1.7,6.8,0,0,13,0.9,0,0,0,0,48,MID,0,7,Crystal Palace,3,a,2022
Christian,Benteke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,55,FWD,0,7,Crystal Palace,3,u,2022
Joel,Ward,1,0,78,2253,35,164.3,436.2,114,5,403,71.6,8,0,6,0.4,44,DEF,24,7,Crystal Palace,3,a,2022
Nathaniel,Clyne,0,0,44,1638,23,124.9,203.6,8,0,246,33.6,3,0,3,0.1,45,DEF,19,7,Crystal Palace,3,a,2022
Luka,Milivojevic,0,0,23,500,7,43.6,69.2,17,0,80,12.7,2,0,2,0.3,42,MID,5,7,Crystal Palace,3,i,2022
Jordan,Ayew,4,3,104,2708,41,465.5,490.8,429,4,332,138.7,8,0,5,0.4,52,MID,31,7,Crystal Palace,3,a,2022
Wilfried,Zaha,7,2,95,2289,34,384.8,465.4,848,6,216,169.4,5,0,5,6.7,72,MID,27,7,Crystal Palace,3,i,2022
Jeffrey,Schlupp,3,2,89,2528,38,257.6,404.6,314,2,324,97.9,9,0,7,0.1,47,MID,30,7,Crystal Palace,3,i,2022
Will,Hughes,1,1,41,822,11,102.1,153.2,57,3,152,31,1,0,4,0,48,MID,7,7,Crystal Palace,3,a,2022
Jairo,Riedewald,0,0,6,60,0,2.6,9.8,4,0,19,1.5,0,0,0,0,42,MID,0,7,Crystal Palace,3,a,2022
Joachim,Andersen,1,0,80,2782,37,146.3,641.8,273,1,483,106.4,8,0,8,1.6,45,DEF,32,7,Crystal Palace,3,a,2022
Odsonne,Edouard,5,2,82,1788,25,227.7,351.6,544,5,225,111.5,5,0,3,2,50,FWD,20,7,Crystal Palace,3,a,2022
Marc,Guéhi,1,0,95,3330,46,142.7,688.2,205,2,623,103.9,9,0,8,2.5,45,DEF,37,7,Crystal Palace,3,a,2022
Jean-Philippe,Mateta,2,0,41,748,10,67.1,115.8,240,3,96,41,3,0,3,0.3,51,FWD,6,7,Crystal Palace,3,a,2022
Eberechi,Eze,10,5,159,2631,35,800.4,692.8,597,21,580,208.9,9,0,3,12.8,57,MID,30,7,Crystal Palace,3,a,2022
Tyrick,Mitchell,0,2,93,2889,40,234,470.4,135,7,476,84.3,8,1,5,1,44,DEF,34,7,Crystal Palace,3,a,2022
Michael,Olise,2,11,132,2743,38,1014.6,606.6,462,15,517,208.8,8,0,2,1.8,53,MID,31,7,Crystal Palace,3,a,2022
Jesurun,Rak-Sakyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,7,Crystal Palace,3,u,2022
Malcolm,Ebiowei,0,0,3,31,1,0.9,3.4,4,0,9,0.9,0,0,0,0.2,42,MID,0,7,Crystal Palace,3,u,2022
Nathan,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF,0,7,Crystal Palace,3,i,2022
Sam,Johnstone,0,0,36,810,10,0,155,0,5,159,15.6,3,0,1,1.1,44,GK,9,7,Crystal Palace,3,a,2022
Remi,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,7,Crystal Palace,3,u,2022
Luke,Plange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,FWD,0,7,Crystal Palace,3,u,2022
Cheick,Doucouré,0,3,74,2770,41,345.8,471.4,157,3,411,97.6,7,1,8,0.1,50,MID,34,7,Crystal Palace,3,a,2022
Chris,Richards,0,0,13,443,11,15.3,92.4,26,0,83,13.2,1,0,0,0.1,44,DEF,4,7,Crystal Palace,3,a,2022
Joseph,Whitworth,0,0,3,180,5,0,41.8,0,0,28,4.2,0,0,0,0.1,40,GK,2,7,Crystal Palace,3,a,2022
Kaden,Rodney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,7,Crystal Palace,3,a,2022
Killian,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,7,Crystal Palace,3,u,2022
John-Kymani,Gordon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,FWD,0,7,Crystal Palace,3,u,2022
Kofi,Balmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,7,Crystal Palace,3,a,2022
Owen,Goodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,7,Crystal Palace,3,a,2022
Jack,Wells-Morrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,7,Crystal Palace,3,a,2022
David,Ozoh,0,0,1,1,0,0.8,0,0,0,3,0.1,0,0,0,0,45,MID,0,7,Crystal Palace,3,a,2022
Naouirou,Ahamada,0,0,7,87,2,13.2,7.4,14,0,20,3,0,0,1,0,45,MID,0,7,Crystal Palace,3,a,2022
Tayo,Adaramola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,7,Crystal Palace,3,a,2022
Neal,Maupay,1,0,41,1104,19,109.9,85.8,429,3,86,62.2,3,0,4,0.5,56,FWD,11,8,Everton,3,a,2022
Asmir,Begović,0,0,9,90,0,0,36,0,2,30,3.6,1,0,0,0.8,38,GK,1,8,Everton,3,a,2022
Salomón,Rondón,0,0,7,103,2,26.1,7.4,41,0,12,7.3,0,0,0,0.3,49,FWD,1,8,Everton,3,u,2022
Seamus,Coleman,1,0,63,1654,25,108.7,297.8,95,5,314,50.4,5,0,1,0.3,41,DEF,20,8,Everton,3,i,2022
Andros,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,MID,0,8,Everton,3,i,2022
Michael,Keane,1,2,39,983,22,42.6,242.6,131,5,180,41.7,2,0,0,0.5,42,DEF,10,8,Everton,3,a,2022
Dele,Alli,0,0,2,38,1,2.2,0.6,6,0,5,0.9,0,0,0,0.1,53,MID,0,8,Everton,3,u,2022
Jordan,Pickford,0,1,124,3330,57,23,991.2,0,10,666,101.3,8,0,6,6.2,44,GK,37,8,Everton,3,a,2022
Allan,Marques Loureiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,MID,0,8,Everton,3,u,2022
André,Tavares Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,8,Everton,3,u,2022
Abdoulaye,Doucouré,5,2,76,1527,27,261.2,315.8,229,10,263,80.3,4,1,6,0.2,53,MID,17,8,Everton,3,a,2022
Alex,Iwobi,2,8,126,3379,56,917.7,682.4,366,9,563,196.7,9,0,2,1.1,49,MID,38,8,Everton,3,a,2022
Jean-Philippe,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,8,Everton,3,u,2022
Yerry,Mina,2,0,33,594,9,17.7,176.8,134,7,115,33,1,0,2,0.4,43,DEF,7,8,Everton,3,a,2022
Demarai,Gray,4,1,91,2501,39,605.2,410.4,670,4,284,168.5,7,0,3,0.6,51,MID,27,8,Everton,3,a,2022
Tom,Davies,0,0,19,524,9,46.2,50.4,98,0,55,19.3,1,0,3,0,49,MID,4,8,Everton,3,d,2022
Dominic,Calvert-Lewin,2,1,40,1166,22,122.4,138.4,409,2,89,66.4,4,0,3,0.3,79,FWD,15,8,Everton,3,i,2022
Mason,Holgate,0,0,16,506,9,71.9,90.4,55,2,81,21.5,2,1,1,0.1,42,DEF,5,8,Everton,3,a,2022
Ben,Godfrey,0,1,18,801,18,42.3,146.8,46,0,101,23.6,1,0,2,0.1,43,DEF,10,8,Everton,3,i,2022
Vitalii,Mykolenko,0,1,75,2653,46,307,504.8,120,4,449,93.4,7,0,4,0.6,41,DEF,30,8,Everton,3,d,2022
Jarrad,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,8,Everton,3,u,2022
Nathan,Patterson,0,0,31,1274,22,111.9,231.4,108,0,173,45.3,2,0,3,2.2,39,DEF,14,8,Everton,3,i,2022
Niels,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,DEF,0,8,Everton,3,u,2022
James,Tarkowski,1,1,106,3420,57,184.7,1019.6,435,13,632,164.2,9,0,6,4.4,41,DEF,38,8,Everton,3,a,2022
Conor,Coady,1,1,77,2094,28,59.5,392.6,88,5,397,54,7,0,2,3,47,DEF,23,8,Everton,3,a,2022
Rúben,Nascimento Vinagre,0,0,2,24,0,1.4,7.6,0,0,9,0.9,0,0,0,0,43,DEF,0,8,Everton,3,i,2022
Dwight,McNeil,7,5,126,2490,46,726.6,699.4,462,14,505,189.2,5,0,5,2,52,MID,28,8,Everton,3,a,2022
Stanley,Mills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,MID,0,8,Everton,3,a,2022
Lewis,Warrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,MID,0,8,Everton,3,u,2022
James,Garner,0,1,25,796,13,114.6,90.4,57,0,109,26.5,2,0,3,0,45,MID,7,8,Everton,3,a,2022
Amadou,Onana,1,3,77,2486,37,295.1,347.2,280,2,300,92,9,0,9,0.1,47,MID,29,8,Everton,3,a,2022
Reece,Welch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,0,8,Everton,3,a,2022
Idrissa,Gueye,0,1,66,2577,45,193.7,399.2,61,1,357,65.3,8,0,7,0.1,47,MID,32,8,Everton,3,a,2022
Eldin,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,8,Everton,3,u,2022
Kyle,John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,DEF,0,8,Everton,3,a,2022
Thomas,Cannon,0,0,2,23,1,11.6,5,21,0,7,3.8,0,0,0,0,45,FWD,0,8,Everton,3,u,2022
Isaac,Price,0,0,0,32,0,15.6,9.6,0,0,3,2.5,0,0,1,0,45,MID,0,8,Everton,3,a,2022
Ellis,Simms,1,0,17,219,4,39.3,40.8,54,0,59,13,0,0,0,0.1,45,FWD,2,8,Everton,3,a,2022
Ishé,Samuels-Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,8,Everton,3,i,2022
Andy,Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,8,Everton,3,a,2022
Sean,McAllister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,8,Everton,3,a,2022
Cédric,Alves Soares,0,0,10,223,3,51.4,56.4,10,0,56,11.9,0,0,0,0.1,42,DEF,2,9,Fulham,3,a,2022
Bernd,Leno,0,0,142,3240,51,10,1115.8,0,17,766,112.7,8,0,3,3.5,46,GK,36,9,Fulham,3,a,2022
Shane,Duffy,0,0,4,17,4,0.2,0.2,7,0,12,0.2,0,0,0,0.1,42,DEF,0,9,Fulham,3,a,2022
Tom,Cairney,2,1,53,968,13,228.2,189.2,204,2,217,62.4,1,0,2,0.1,47,MID,6,9,Fulham,3,a,2022
Tim,Ream,1,0,98,2898,44,65.2,604.2,76,12,560,74.8,8,0,2,1.2,45,DEF,33,9,Fulham,3,i,2022
Anthony,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,MID,0,9,Fulham,3,u,2022
Nathaniel,Chalobah,0,0,1,11,4,0.6,4.6,17,0,2,2.3,0,1,0,0.1,44,MID,1,9,Fulham,3,u,2022
Neeskens,Kebano,0,4,40,758,10,179.7,119.6,112,0,123,41.5,3,0,0,0,54,MID,9,9,Fulham,3,a,2022
Bobby,De Cordova-Reid,4,1,90,2473,40,326.6,365.2,508,3,289,119.7,8,0,8,0.1,54,MID,29,9,Fulham,3,a,2022
Joe,Bryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,DEF,0,9,Fulham,3,u,2022
Paulo,Gazzaniga Farias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,40,GK,0,9,Fulham,3,u,2022
Terence,Kongolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF,0,9,Fulham,3,u,2022
Tosin,Adarabioyo,1,0,49,2084,39,89.8,495,128,1,353,71.4,3,0,4,0.1,44,DEF,23,9,Fulham,3,a,2022
Aleksandar,Mitrović,14,2,107,2010,30,216.5,584.8,1141,14,324,193.1,7,0,7,12.5,66,FWD,23,9,Fulham,3,a,2022
Harrison,Reed,3,4,107,2868,44,495.6,480.4,266,9,409,124.2,9,0,5,1,43,MID,35,9,Fulham,3,a,2022
Harry,Wilson,2,5,68,1085,15,182.1,209.2,173,2,215,56.4,2,0,1,0.2,57,MID,13,9,Fulham,3,a,2022
Marek,Rodák,0,0,7,180,2,0,19,0,0,33,1.9,1,0,0,0.2,43,GK,2,9,Fulham,3,a,2022
Ivan,Neves Abreu Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,MID,0,9,Fulham,3,u,2022
Kenny,Tete,1,5,90,2569,36,385.6,617.8,110,1,484,111.6,7,0,8,0.4,44,DEF,29,9,Fulham,3,a,2022
Josh,Onomah,0,0,2,14,2,0.6,2,0,0,4,0.3,0,0,0,0.1,43,MID,0,9,Fulham,3,u,2022
Antonee,Robinson,0,2,93,3088,44,417.6,553,57,5,558,102.9,9,0,8,0.5,44,DEF,35,9,Fulham,3,a,2022
Rodrigo,Muniz Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,FWD,0,9,Fulham,3,u,2022
Jay,Stansfield,0,1,7,85,2,12.8,8.4,46,0,22,6.7,0,0,0,0.7,45,FWD,1,9,Fulham,3,u,2022
João,Palhinha Gonçalves,3,0,83,3108,43,141.8,560.4,336,5,379,104.2,9,0,14,0.3,49,MID,35,9,Fulham,3,a,2022
Daniel,James,2,1,45,802,18,121.4,144.6,218,2,152,48.1,1,0,0,0.2,59,MID,7,9,Fulham,3,d,2022
Andreas,Hoelgebaum Pereira,4,10,123,2696,40,965,440.6,495,9,360,189.3,8,0,8,10.1,43,MID,33,9,Fulham,3,i,2022
Issa,Diop,1,0,79,2008,26,27.7,432.6,78,8,422,53.8,7,0,2,0.3,43,DEF,21,9,Fulham,3,a,2022
Tyrese,Francois,0,0,1,1,0,0.3,1,0,0,3,0.1,0,0,0,0,44,MID,0,9,Fulham,3,u,2022
Kevin,Mbabu,0,1,7,141,7,37.7,39.8,0,0,39,7.8,0,0,1,0.1,43,DEF,1,9,Fulham,3,u,2022
Luke,Harris,0,0,3,10,1,1.6,0.6,0,0,7,0.2,0,0,0,0,43,MID,0,9,Fulham,3,a,2022
Manor,Solomon,4,0,44,560,11,86,214.8,107,1,156,40.8,0,0,0,0.1,49,MID,4,9,Fulham,3,a,2022
Terry,Ablade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,FWD,0,9,Fulham,3,a,2022
Layvin,Kurzawa,0,0,2,136,4,4.5,20.2,0,0,13,2.5,0,0,1,0,43,DEF,2,9,Fulham,3,a,2022
Willian,Borges da Silva,5,7,116,2127,22,658.8,430.2,447,11,442,153.6,9,0,2,0.5,55,MID,25,9,Fulham,3,a,2022
Carlos Vinícius,Alves Morais,5,2,72,1098,20,118.3,244,370,10,206,72.7,1,0,3,0.5,54,FWD,11,9,Fulham,3,a,2022
Stefan,Parkes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,9,Fulham,3,a,2022
Martial,Godo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,9,Fulham,3,a,2022
Kristian,Sekularac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,9,Fulham,3,a,2022
Sasa,Lukic,0,0,15,406,10,16,34.2,18,0,58,6.8,0,0,1,0,45,MID,4,9,Fulham,3,a,2022
George,Wickens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,0,9,Fulham,3,a,2022
Charlie,Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,9,Fulham,3,a,2022
Matthew,Dibley-Dias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,9,Fulham,3,a,2022
Kasper,Schmeichel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,GK,0,10,Leicester,3,u,2022
Jonny,Evans,0,0,20,1051,28,20.6,223.8,35,0,191,27.9,2,0,1,0.2,44,DEF,12,10,Leicester,3,a,2022
Ryan,Bertrand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,DEF,0,10,Leicester,3,d,2022
Marc,Albrighton,1,0,13,232,3,95.2,76.8,43,0,57,21.4,0,0,0,0,47,MID,1,10,Leicester,3,u,2022
Nampalys,Mendy,1,0,30,746,13,42,115.2,20,1,142,17.8,0,0,1,0.4,42,MID,7,10,Leicester,3,a,2022
Jannik,Vestergaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,38,DEF,0,10,Leicester,3,i,2022
Danny,Ward,0,0,91,2340,46,0,631.4,0,12,485,63,6,0,0,18.4,38,GK,26,10,Leicester,3,d,2022
Jamie,Vardy,3,5,82,1841,38,173.5,287,451,4,206,90.6,4,0,1,2.3,91,FWD,19,10,Leicester,3,a,2022
Ricardo,Barbosa Pereira,1,1,20,451,11,100.2,148,25,2,106,27.3,0,0,2,0.1,42,DEF,5,10,Leicester,3,a,2022
Daniel,Amartey,0,0,51,1608,27,79.8,358.4,50,4,328,48.9,5,0,1,0.7,39,DEF,18,10,Leicester,3,a,2022
Timothy,Castagne,2,4,114,3255,63,377.3,679.8,289,11,615,135,8,0,3,5.5,43,DEF,36,10,Leicester,3,a,2022
Youri,Tielemans,3,3,86,2341,49,458.3,512.2,190,6,461,116.2,6,0,4,1.2,61,MID,27,10,Leicester,3,a,2022
Ayoze,Pérez,0,2,19,378,5,151,65.2,92,0,69,30.9,1,0,0,0.1,47,MID,3,10,Leicester,3,u,2022
James,Maddison,10,9,135,2479,54,970,785.4,769,9,520,252.9,4,0,10,5.5,78,MID,28,10,Leicester,3,a,2022
Kelechi,Iheanacho,5,5,82,1112,23,228.9,306.6,437,9,237,95.7,1,0,0,0.9,58,FWD,11,10,Leicester,3,a,2022
Hamza,Choudhury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,10,Leicester,3,u,2022
Harvey,Barnes,13,2,138,2709,51,305.1,567.4,883,0,379,175.5,6,0,3,1.7,66,MID,32,10,Leicester,3,a,2022
Wilfred,Ndidi,0,0,41,1672,39,73,317.6,45,0,257,43.2,1,0,4,0.2,48,MID,19,10,Leicester,3,d,2022
Kiernan,Dewsbury-Hall,2,3,82,2305,41,527.7,446.6,233,5,347,121,7,1,3,0.5,49,MID,28,10,Leicester,3,a,2022
Çaglar,Söyüncü,1,0,16,528,13,13.3,174.6,53,3,93,24.1,0,0,2,0.2,42,DEF,6,10,Leicester,3,i,2022
James,Justin,0,2,45,1252,25,138.8,208.4,40,2,263,38.7,5,0,0,0.4,41,DEF,14,10,Leicester,3,i,2022
Boubakary,Soumaré,0,0,41,1624,30,148.7,236.6,5,0,238,39.2,6,0,9,0.3,44,MID,20,10,Leicester,3,a,2022
Luke,Thomas,0,1,28,1068,20,89.4,166.8,12,0,189,26.8,2,0,3,0.2,39,DEF,11,10,Leicester,3,a,2022
Patson,Daka,4,4,70,1169,24,223.6,295.2,440,3,231,95.1,5,0,2,0.8,56,FWD,13,10,Leicester,3,a,2022
Lewis,Brunt,0,0,1,22,1,1,2.2,0,0,4,0.3,0,0,0,0.3,39,DEF,0,10,Leicester,3,a,2022
Daniel,Iversen,0,0,29,1080,22,0,255.8,0,2,183,25.6,1,0,0,5.1,39,GK,12,10,Leicester,3,a,2022
Dennis,Praet,1,1,34,635,10,66.9,96.4,64,0,115,22.7,2,0,1,0,48,MID,6,10,Leicester,3,a,2022
Alex,Smithies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,GK,0,10,Leicester,3,a,2022
Wout,Faes,1,2,78,2786,51,115.6,662.4,93,5,545,87.1,7,1,4,0.2,42,DEF,31,10,Leicester,3,a,2022
Sammy,Braybrooke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,10,Leicester,3,i,2022
Joe,Wormleighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,10,Leicester,3,a,2022
Kasey,McAteer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,10,Leicester,3,u,2022
Victor,Kristiansen,0,1,16,891,21,119.3,173.2,14,0,111,30.8,0,0,2,0,45,DEF,11,10,Leicester,3,a,2022
Mateus,Cardoso Lemos Martins,1,0,27,732,15,98.7,84,109,1,90,28.8,0,0,0,0.1,49,MID,9,10,Leicester,3,a,2022
Harry,Souttar,0,1,20,991,19,38.9,242.6,65,0,151,34.6,1,0,2,0.1,45,DEF,11,10,Leicester,3,a,2022
Wanya,Marçal-Madivadua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,10,Leicester,3,a,2022
Liam,Cooper,1,0,31,1425,32,65.2,309.8,145,1,238,51.7,2,0,5,0.1,44,DEF,16,11,Leeds,3,a,2022
Luke,Ayling,2,1,59,2048,48,209.3,451.8,264,4,336,92.8,3,0,3,0.3,45,DEF,22,11,Leeds,3,a,2022
Mateusz,Klich,0,0,12,266,5,69.3,39.6,50,0,43,15.2,0,0,2,0,46,MID,0,11,Leeds,3,u,2022
Adam,Forshaw,0,0,16,473,13,62,49.6,0,0,78,11.3,0,0,0,0,44,MID,5,11,Leeds,3,a,2022
Rodrigo,Moreno,13,2,127,1928,43,241.1,577.6,853,6,368,166.5,5,0,6,4.1,63,MID,23,11,Leeds,3,d,2022
Stuart,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,DEF,0,11,Leeds,3,i,2022
Patrick,Bamford,4,5,70,1510,31,171.6,252.2,588,3,157,99.6,1,0,3,0.4,71,FWD,18,11,Leeds,3,d,2022
Diego,Llorente,0,0,16,648,12,5.8,99,40,2,115,14.6,1,0,1,0.2,44,DEF,7,11,Leeds,3,u,2022
Tyler,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,0,11,Leeds,3,u,2022
