first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,starts,team_id,team_name,squad_strength,status,Season
Matheus,Santos Carneiro Da Cunha,12,7,135,2438,46,409.8,786,872,15,520,206.4,6,0,9,2.4,55,FWD,29,20,Wolves,3,a,2023
Matt,Doherty,1,0,41,1136,21,168.1,237.8,122,1,186,52.9,1,0,2,0.2,43,DEF,9,20,Wolves,3,a,2023
Santiago,Bueno,0,0,13,819,18,27.1,173.8,2,0,124,20.3,0,0,1,0,45,DEF,9,20,Wolves,3,a,2023
Enso,González,0,0,1,1,0,0.8,0.2,0,0,3,0.1,0,0,0,0,50,MID,0,20,Wolves,3,a,2023
Nathan,Fraser,0,0,7,183,3,29.2,22.4,36,0,17,8.6,1,0,1,0.1,45,FWD,1,20,Wolves,3,a,2023
Jean-Ricner,Bellegarde,2,2,45,948,24,170.1,189.8,163,1,150,52.2,0,1,0,0,49,MID,10,20,Wolves,3,a,2023
Matthew,Whittingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,20,Wolves,3,a,2023
Tawanda,Chirewa,0,0,8,138,2,24.7,22,21,0,21,6.6,0,0,1,0,44,MID,1,20,Wolves,3,a,2023
Justin,Hubner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,20,Wolves,3,a,2023
Owen,Hesketh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,20,Wolves,3,u,2023
Ty,Barnett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,20,Wolves,3,a,2023
Harvey,Griffiths,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,20,Wolves,3,a,2023
Yerson,Mosquera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,20,Wolves,3,u,2023
Noha,Lemina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,0,20,Wolves,3,a,2023
Wesley,Okoduwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,0,20,Wolves,3,a,2023
Leon,Chiwome,0,0,5,173,4,1.2,7.8,13,0,12,2.2,0,0,0,0,45,FWD,2,20,Wolves,3,i,2023
Fletcher,Holman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,0,20,Wolves,3,a,2023
Temple,Ojinnaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,0,20,Wolves,3,a,2023
